source,destination,road
358,818,1014564862604
358,932,3056967026721
359,752,7607159308607
359,1068,1199900816323
361,835,6148776259018
361,926,4572831123349
362,898,1765795242814
364,161,2741093479592
366,236,7530698787872
367,385,1522669913751
367,1069,9897618637168
367,838,7852010309182
367,766,8668055505820
367,577,1024858619283
368,692,3513437285006
368,795,6772437396110
368,615,7615644396639
370,579,7425154237662
370,228,6537465783612
370,41,5307745208139
371,539,2162034103407
371,451,2024890144099
371,566,5972268398039
371,524,3498535922875
372,637,1564638431206
372,294,79941688107
373,955,848796450605
375,134,1610027949585
378,134,5975850804348
379,427,301460354233
379,420,2708163626713
381,715,6534570429851
381,1048,7005663204030
382,870,8879607442084
384,747,3427189950879
385,838,1246235433375
385,431,8083808216822
386,770,5761565894060
387,582,7203082851423
387,597,2239983603750
388,1063,2093930983085
389,984,353182070471
389,1023,2752859769096
389,433,2712490584156
389,717,2173273475034
389,829,9538472037439
389,480,8262394479354
389,456,8017070445234
390,1006,2239090744520
390,823,2953356676059
390,134,4635526396776
391,548,155169045122
392,702,2275376224243
393,147,1162506659712
393,885,8903284588906
394,574,2616145968130
398,728,3213165087533
398,498,6898792530704
399,783,519938664135
399,643,4949746451563
402,551,5101320712607
404,502,9655023299983
404,478,1597348134288
404,545,7259274682794
404,812,1545572554973
404,465,254553306862
406,767,765288789616
406,989,7613604785842
406,1093,90229446108
406,499,5318149305611
406,848,113749843514
407,1081,9124166038907
407,937,4952658249301
407,953,3946896627986
407,888,4959033569550
408,627,271806098212
409,714,4765584921971
414,877,1462699242376
414,1032,9674088704043
414,455,1119291627376
416,721,3485292080562
416,674,1900920530413
416,444,4587879042275
418,401,2208923690382
419,106,1297175494276
422,558,2972473788025
422,800,6786039578365
422,731,615643158964
423,251,8919454580314
424,116,7238223487851
425,173,429105497900
426,693,4131188962388
428,737,5988016885447
431,838,8975851807165
431,1037,4021017740602
432,441,6663115205525
432,290,4567785262797
432,1075,3744101824452
432,783,1914670373489
432,1057,5283137856537
433,829,199765108509
434,858,1533476145899
434,459,9885146067648
434,808,6379479337550
435,778,1835704310165
435,553,9358227576416
436,848,8037316832131
437,818,5423776741807
437,1079,8255851930215
437,804,1614567495357
441,432,4996461041414
443,537,4866396565610
445,816,2742949667367
446,1024,2840049505234
447,730,3454595493695
447,493,9354829157119
447,541,740829159781
448,968,7053731780512
448,979,9323435299956
448,782,4847849223741
448,524,610383161446
448,1097,5638688381679
452,845,37437174504
453,985,3520892053815
453,563,8259247562794
453,554,6885199733801
453,1031,6389797549957
456,717,4692564443340
456,864,2220907880425
459,1018,3352387147289
459,858,5723791862998
459,1057,2224649341288
460,871,6331669063561
460,206,3691334057745
462,192,6388521653546
464,553,6256740453893
464,504,46364799695
464,535,6166796439295
468,559,9065211661174
469,308,5731202438110
469,658,2249206588382
470,724,4748865914542
470,493,1319677846712
473,638,1410362035480
474,662,8193785957837
475,260,4230225082285
477,689,6336710345150
477,483,5419873963040
477,671,1064710244968
477,529,7679653019586
477,904,4144595301084
477,596,9945826980416
481,293,6690033191930
482,966,8962851010099
485,583,9424356649414
485,642,7252804781200
488,611,3416437486410
488,916,4933368267381
488,1058,9361605370647
488,992,4190293274179
488,972,2517381849815
488,798,4801965491229
489,998,1879949265666
489,356,9812388928089
491,196,8195030445851
491,1012,5564403036511
491,720,3202142337167
492,1095,80486834122
494,640,2667032779304
495,664,3286676401641
495,873,8409902481044
495,738,463717721112
496,1096,8809980229304
496,781,9805513997561
496,1090,9593685280252
497,602,2651468621372
497,1094,9987731644112
499,906,4480236020806
499,867,1109503849720
499,848,9598966635876
500,767,7486759111235
501,1057,7108109296989
503,763,4211095918080
505,608,7102695777181
509,167,9955834435157
511,668,5280578375714
512,944,8961752599967
512,503,1120081909683
512,759,4097209828394
512,973,1621344389863
512,886,688657960031
513,1097,7921260876030
513,770,9190792794790
517,606,4530695803228
517,723,8232396378978
518,1051,4233040261185
518,543,6587082202428
518,901,9153639193510
518,458,7020890307168
519,966,7554210579769
520,534,1476913434958
521,1072,7306344461805
521,800,4373328613552
522,675,6500267897706
522,555,8178547874231
522,924,9714724808752
522,879,1989492351672
522,779,7564878258933
525,897,7950161770000
525,870,5456410904196
526,439,2097721616809
526,913,6023211401446
531,1043,3251319294806
531,484,2570222583767
534,948,9944014527648
536,1041,1953377851452
536,822,9376387749559
536,569,335944471592
536,1088,8929399435141
536,967,4280141860579
536,638,7522807614584
542,104,2645331010832
544,701,9108964780801
544,887,4681798003502
547,1013,6691886349264
547,504,5725941984213
548,168,8490543282197
550,588,4862063197241
552,789,8927959950777
552,996,8403384317089
552,751,7165728505336
552,1050,7528613417006
552,691,3793628263150
552,925,2340866845255
555,221,2008952927802
556,841,357515841234
559,622,6601651036655
561,355,6999752916422
561,872,1408423614551
564,845,3239656802592
564,174,3339057326692
564,636,8271020763743
564,890,1612283693202
566,832,3262215861322
568,1015,3612059977556
568,601,4526779937094
568,787,2511449713876
568,154,9587766535234
570,403,619434320159
571,990,928401787584
571,679,8860698486994
574,394,5541926038844
576,896,8356571774715
581,1055,5604583469474
584,882,7531328643972
584,572,5537223469459
585,686,7059262882313
590,719,2807303983315
590,1090,79723374023
590,933,1280409267637
590,741,6396704436345
590,761,9746151432234
592,1030,4106717048442
594,506,21565671592
597,926,4377163830905
598,699,5496022619192
598,725,1889407272121
598,1008,2642700081493
599,977,8311313676652
599,1095,5136224279938
600,987,7821989452938
600,514,1860847337665
601,1009,500057739692
602,593,6722152856315
603,899,4150409627431
603,847,4229667148046
603,623,3580269185368
604,142,4172633651718
605,516,9646283711729
605,1073,2766102641361
605,905,2461726922308
606,521,6496546712099
607,1074,3938960440621
609,883,7643679645779
610,454,5671298034169
611,972,789857293466
612,680,7755039121008
612,885,395643983462
613,667,7961032556537
614,957,523765667947
614,720,7448810574515
614,1007,1124519840978
614,662,1510037271919
614,1051,321648324152
616,398,3780896356948
619,760,6642588583767
619,438,8741280890300
621,979,385538000533
623,899,4534428123801
624,910,1089606828830
625,1015,5869104343675
626,623,2839421059607
628,920,8300774699817
629,1035,5453258393620
633,694,8084802006059
634,1042,5378486417939
635,587,1863266100563
635,714,7458925048500
635,1005,9499794290982
635,1050,4717633367400
639,852,4133441948596
644,274,438053022789
645,1031,9181946898991
645,1080,1946841572045
646,903,8261060635857
646,905,7823892122895
646,791,2906485334412
648,186,6018082668042
648,951,9041164721819
650,892,3934502889461
651,940,7626343144454
651,821,6489541067883
651,891,3848987850977
651,878,6336577348599
651,781,9345471308883
652,950,9554140369066
653,244,3918672967222
654,773,419049087482
656,254,3758222167204
659,972,1238852876506
660,697,5530931383656
661,741,1209658897761
661,1090,8083229040979
667,173,8230639976426
672,242,2328254313816
675,779,1173463243671
676,47,9195612013378
677,127,4788261012232
678,471,8998192326395
679,1082,5939254895096
682,847,5545595718251
682,623,831643720896
682,1063,5786041369357
682,739,5786495576113
683,831,402296952722
683,709,745459336077
684,577,2188092911649
686,702,7835616232605
689,671,9340363408739
690,1052,4817206815782
691,925,9673566095872
691,465,5300647566577
693,631,6113012131442
693,943,6241075791690
695,380,2751359816175
697,660,8215612467486
701,934,5594627355004
701,840,2899275098082
705,794,2862180093113
707,983,5367735930203
708,313,646596712454
710,764,9501773599691
719,761,9812184505502
721,674,1559548680662
722,260,2042060932319
728,963,7217214524065
729,494,6525432944094
730,793,6140701825104
730,792,6934296299119
731,1004,4185976306253
732,749,3520579047476
733,653,9101967634361
734,471,9133123047058
736,480,274288545826
740,778,339206649962
740,225,7845753768522
744,442,838987286220
744,615,9644663385877
745,458,1453211608950
745,975,5679409969160
745,901,2604343524714
750,994,8675297418196
751,1050,2112768462091
752,443,2930102053908
753,112,1182900155950
755,921,5321242051027
755,615,6883776408105
755,776,3987572354867
755,560,9368323337703
755,883,8040477410253
756,825,8956828671391
756,1053,2553078459245
757,827,8643495569131
761,578,8626396043276
762,816,2287667236246
769,591,8091815892974
770,931,5464064098530
770,1089,7729213462205
771,1046,1159370640379
773,1029,4645559240086
774,777,6789127145112
780,938,6158925773526
780,861,9896919408981
781,891,6029403982265
781,1067,6591049141935
782,1097,697630953618
784,393,4151039422839
788,604,3363490260287
788,116,6616178605788
790,111,8874477824427
790,1037,864865448360
794,705,3709628902475
796,1085,1220496626382
797,218,5881693762879
799,988,7960824079577
801,218,2469292327787
801,1050,44099676171
806,243,4112836736913
808,1040,897321637777
808,1018,5930267095719
809,261,9436928289349
815,892,8123871792645
819,338,57924202417
820,1052,4193125031011
820,1082,3898323479093
823,390,1173023012344
829,984,877548057038
829,480,1568010342609
832,191,1674493561564
836,1044,1604351960642
838,367,1849519049716
839,1049,925123695250
843,600,5229993124451
848,461,220385921145
850,582,8206641945520
856,824,4613385568407
857,902,844124539308
857,980,6116418069674
857,530,8638118346184
857,622,4584239732546
860,1003,6511178755752
860,1068,4896921994559
860,1036,6439776065333
860,837,3078410675890
861,780,6542275028286
862,918,5989647394816
868,1075,2370546991641
869,705,4119774590840
875,935,2617283508646
876,885,1436974301431
876,360,1348154248814
880,1080,4484715639884
886,1081,7482092411289
886,888,4343695634428
889,879,8802432728083
892,397,7459814205561
893,52,57606906378
895,724,297152248089
899,603,3670969224767
900,669,561902256256
902,272,8204915338111
906,867,8306595222206
914,456,7995687997791
914,480,7336870782448
914,1023,3025870495720
915,219,630966353996
916,611,7120605051550
916,887,3184640615258
919,927,4862313570505
919,1077,1634328737849
920,628,5334619364256
921,615,6227851283601
923,869,2763745081832
924,522,1094706864134
925,478,9305721919984
925,789,8478695189105
929,412,4308341915325
932,358,573278581702
936,786,1174197928742
937,953,6062341516628
937,670,109714246144
939,337,6967816094421
941,647,5693587592496
944,759,552532744645
944,834,48269691892
945,347,7056697846650
946,973,5452128070178
947,723,6508067633406
951,648,8471184834014
952,141,6789960486493
954,768,8787530898388
955,573,9322307349976
957,720,6625482987545
958,688,4553537710757
961,501,5502037226434
963,728,7902587360374
965,593,2422156349331
965,540,5293309018837
966,482,5603819504442
968,979,7650547610546
969,1099,3375900687892
972,76,556478180418
974,305,5036329498625
981,268,63927177922
982,580,6586010781077
982,910,674277672359
983,424,7197535167175
985,554,6013461205733
986,540,6642623873942
986,429,356720834049
986,593,2704548372089
987,514,6925764762808
994,1015,3208563490802
994,750,3681783634804
996,691,3765066297621
997,330,6276813560439
1000,685,6747323767409
1001,983,1708506803040
1003,1068,7657724250439
1008,776,2783657371493
1010,906,7693946700268
1010,767,6376152207132
1011,1046,9890275091865
1012,196,9619960282354
1014,594,626240046390
1018,1057,5763908468298
1025,700,6702935901598
1027,239,7837820085731
1028,138,3649835470636
1029,917,9370351498534
1035,250,1945972441724
1040,1018,9994095162102
1041,1053,6153465858340
1046,412,3543795169761
1052,690,9585515324179
1053,1041,3975235184864
1054,826,7697182615300
1056,720,8728097797854
1059,363,7665378466274
1062,762,6830738985689
1064,885,883684599648
1065,581,6152373945135
1067,891,8658015434722
1068,1036,2403361718848
1071,739,5858348683453
1072,521,9212078762886
1074,408,1303338529642
1076,1047,79201935088
1083,966,2465219871700
1083,1037,1495648709259
1084,362,2745061334978
1093,732,4126669974076
1096,781,175872512387
1099,969,9011983552815
